;몹번호	아이템번호	아이템나올 확율(1000이 100)			
621	3949	70			
621	4327	70			
621	4642	70			
621	4957	70			
621	5335	70			
621	5650	70			
621	5965	70			
621	6343	70			
621	6658	70			
621	6973	70			
621	7351	70			
621	7666	70			
621	7981	70			
621	8296	70			
621	12070	220			
621	12094	220			
621	10196	300			
621	10193	60			
621	10194	60			
22	169	70			
22	589	70			
22	1009	50			
22	1429	50			
22	1849	70			
22	2269	70			
22	2689	50			
22	3109	50			
22	3529	50			
22	3949	70			
22	4327	70			
22	4642	70			
22	4957	70			
22	5335	70			
22	5650	70			
22	5965	70			
22	6343	70			
22	6658	70			
22	6973	70			
22	7351	70			
22	7666	70			
22	7981	70			
22	8296	70			
22	12070	220			
22	12094	220			
22	10196	300			
22	10193	50			
22	10194	50			
222	169	72			
222	589	72			
222	1009	52			
222	1429	52			
222	1849	72			
222	2269	72			
222	2689	52			
222	3109	52			
222	3529	52			
222	3949	72			
222	4327	72			
222	4642	72			
222	4957	72			
222	5335	72			
222	5650	72			
222	5965	72			
222	6343	72			
222	6658	72			
222	6973	72			
222	7351	72			
222	7666	72			
222	7981	72			
222	8296	72			
222	12070	220			
222	12094	220			
222	10196	300			
222	10193	50			
222	10194	50			
322	169	74			
322	589	74			
322	1009	54			
322	1429	54			
322	1849	74			
322	2269	74			
322	2689	54			
322	3109	54			
322	3529	54			
322	3949	74			
322	4327	74			
322	4642	74			
322	4957	74			
322	5335	74			
322	5650	74			
322	5965	74			
322	6343	74			
322	6658	74			
322	6973	74			
322	7351	74			
322	7666	74			
322	7981	74			
322	8296	74			
322	12070	220			
322	12094	220			
322	10196	300			
322	10193	50			
322	10194	50			
422	169	76			
422	589	76			
422	1009	56			
422	1429	56			
422	1849	76			
422	2269	76			
422	2689	56			
422	3109	56			
422	3529	56			
422	3949	76			
422	4327	76			
422	4642	76			
422	4957	76			
422	5335	76			
422	5650	76			
422	5965	76			
422	6343	76			
422	6658	76			
422	6973	76			
422	7351	76			
422	7666	76			
422	7981	76			
422	8296	76			
422	12070	220			
422	12094	220			
422	10196	300			
422	10193	50			
422	10194	50			
522	169	78			
522	589	78			
522	1009	58			
522	1429	58			
522	1849	78			
522	2269	78			
522	2689	58			
522	3109	58			
522	3529	58			
522	3949	78			
522	4327	78			
522	4642	78			
522	4957	78			
522	5335	78			
522	5650	78			
522	5965	78			
522	6343	78			
522	6658	78			
522	6973	78			
522	7351	78			
522	7666	78			
522	7981	78			
522	8296	78			
522	12070	220			
522	12094	220			
522	10196	300			
522	10193	50			
522	10194	50			
622	169	80			
622	589	80			
622	1009	60			
622	1429	60			
622	1849	80			
622	2269	80			
622	2689	60			
622	3109	60			
622	3529	60			
622	3949	80			
622	4327	80			
622	4642	80			
622	4957	80			
622	5335	80			
622	5650	80			
622	5965	80			
622	6343	80			
622	6658	80			
622	6973	80			
622	7351	80			
622	7666	80			
622	7981	80			
622	8296	80			
622	12070	220			
622	12094	220			
622	10196	300			
622	10193	60			
622	10194	60			
23	169	80			
23	589	80			
23	1009	60			
23	1429	60			
23	1849	80			
23	2269	80			
23	2689	60			
23	3109	60			
23	3529	60			
23	3949	80			
23	4327	80			
23	4642	80			
23	4957	80			
23	5335	80			
23	5650	80			
23	5965	80			
23	6343	80			
23	6658	80			
23	6973	80			
23	7351	80			
23	7666	80			
23	7981	80			
23	8296	80			
23	12058	150			
23	12086	150			
23	10196	300			
23	10193	50			
23	10194	50			
223	169	82			
223	589	82			
223	1009	62			
223	1429	62			
223	1849	82			
223	2269	82			
223	2689	62			
223	3109	62			
223	3529	62			
223	3949	82			
223	4327	82			
223	4642	82			
223	4957	82			
223	5335	82			
223	5650	82			
223	5965	82			
223	6343	82			
223	6658	82			
223	6973	82			
223	7351	82			
223	7666	82			
223	7981	82			
223	8296	82			
223	12058	150			
223	12086	150			
223	10196	300			
223	10193	50			
223	10194	50			
323	169	84			
323	589	84			
323	1009	64			
323	1429	64			
323	1849	84			
323	2269	84			
323	2689	64			
323	3109	64			
323	3529	64			
323	3949	84			
323	4327	84			
323	4642	84			
323	4957	84			
323	5335	84			
323	5650	84			
323	5965	84			
323	6343	84			
323	6658	84			
323	6973	84			
323	7351	84			
323	7666	84			
323	7981	84			
323	8296	84			
323	12058	150			
323	12086	150			
323	10196	300			
323	10193	50			
323	10194	50			
423	169	86			
423	589	86			
423	1009	66			
423	1429	66			
423	1849	86			
423	2269	86			
423	2689	66			
423	3109	66			
423	3529	66			
423	3949	86			
423	4327	86			
423	4642	86			
423	4957	86			
423	5335	86			
423	5650	86			
423	5965	86			
423	6343	86			
423	6658	86			
423	6973	86			
423	7351	86			
423	7666	86			
423	7981	86			
423	8296	86			
423	12058	150			
423	12086	150			
423	10196	300			
423	10193	50			
423	10194	50			
523	169	88			
523	589	88			
523	1009	68			
523	1429	68			
523	1849	88			
523	2269	88			
523	2689	68			
523	3109	68			
523	3529	68			
523	3949	88			
523	4327	88			
523	4642	88			
523	4957	88			
523	5335	88			
523	5650	88			
523	5965	88			
523	6343	88			
523	6658	88			
523	6973	88			
523	7351	88			
523	7666	88			
523	7981	88			
523	8296	88			
523	12058	150			
523	12086	150			
523	10196	300			
523	10193	50			
523	10194	50			
623	169	90			
623	589	90			
623	1009	70			
623	1429	70			
623	1849	90			
623	2269	90			
623	2689	70			
623	3109	70			
623	3529	70			
623	3949	90			
623	4327	90			
623	4642	90			
623	4957	90			
623	5335	90			
623	5650	90			
623	5965	90			
623	6343	90			
623	6658	90			
623	6973	90			
623	7351	90			
623	7666	90			
623	7981	90			
623	8296	90			
623	12058	150			
623	12086	150			
623	10196	300			
623	10193	60			
623	10194	60			
24	169	90			
24	589	90			
24	1009	70			
24	1429	70			
24	1849	90			
24	2269	90			
24	2689	70			
24	3109	70			
24	3529	70			
24	3949	90			
24	4327	90			
24	4642	90			
24	4957	90			
24	5335	90			
24	5650	90			
24	5965	90			
24	6343	90			
24	6658	90			
24	6973	90			
24	7351	90			
24	7666	90			
24	7981	90			
24	8296	90			
24	10196	300			
24	10193	50			
24	10194	50			
224	169	92			
224	589	92			
224	1009	72			
224	1429	72			
224	1849	92			
224	2269	92			
224	2689	72			
224	3109	72			
224	3529	72			
224	3949	92			
224	4327	92			
224	4642	92			
224	4957	92			
224	5335	92			
224	5650	92			
224	5965	92			
224	6343	92			
224	6658	92			
224	6973	92			
224	7351	92			
224	7666	92			
224	7981	92			
224	8296	92			
224	10196	300			
224	10193	50			
224	10194	50			
324	169	94			
324	589	94			
324	1009	74			
324	1429	74			
324	1849	94			
324	2269	94			
324	2689	74			
324	3109	74			
324	3529	74			
324	3949	94			
324	4327	94			
324	4642	94			
324	4957	94			
324	5335	94			
324	5650	94			
324	5965	94			
324	6343	94			
324	6658	94			
324	6973	94			
324	7351	94			
324	7666	94			
324	7981	94			
324	8296	94			
324	10196	300			
324	10193	50			
324	10194	50			
424	169	96			
424	589	96			
424	1009	76			
424	1429	76			
424	1849	96			
424	2269	96			
424	2689	76			
424	3109	76			
424	3529	76			
424	3949	96			
424	4327	96			
424	4642	96			
424	4957	96			
424	5335	96			
424	5650	96			
424	5965	96			
424	6343	96			
424	6658	96			
424	6973	96			
424	7351	96			
424	7666	96			
424	7981	96			
424	8296	96			
424	10196	300			
424	10193	50			
424	10194	50			
524	169	98			
524	589	98			
524	1009	78			
524	1429	78			
524	1849	98			
524	2269	98			
524	2689	78			
524	3109	78			
524	3529	78			
524	3949	98			
524	4327	98			
524	4642	98			
524	4957	98			
524	5335	98			
524	5650	98			
524	5965	98			
524	6343	98			
524	6658	98			
524	6973	98			
524	7351	98			
524	7666	98			
524	7981	98			
524	8296	98			
524	10196	300			
524	10193	50			
524	10194	50			
624	169	100			
624	589	100			
624	1009	80			
624	1429	80			
624	1849	100			
624	2269	100			
624	2689	80			
624	3109	80			
624	3529	80			
624	3949	100			
624	4327	100			
624	4642	100			
624	4957	100			
624	5335	100			
624	5650	100			
624	5965	100			
624	6343	100			
624	6658	100			
624	6973	100			
624	7351	100			
624	7666	100			
624	7981	100			
624	8296	100			
624	10196	300			
624	10193	60			
624	10194	60			
25	170	50			
25	590	50			
25	1010	30			
25	1430	30			
25	1850	30			
25	2270	50			
25	2690	50			
25	3110	30			
25	3530	30			
25	3950	30			
25	4328	50			
25	4643	50			
25	4958	50			
25	5336	50			
25	5651	50			
25	5966	50			
25	6344	50			
25	6659	50			
25	6974	50			
25	7352	50			
25	7667	50			
25	7982	50			
25	8297	50			
25	10196	300			
25	10193	50			
25	10194	50			
225	170	52			
225	590	52			
225	1010	32			
225	1430	32			
225	1850	32			
225	2270	52			
225	2690	52			
225	3110	32			
225	3530	32			
225	3950	32			
225	4328	52			
225	4643	52			
225	4958	52			
225	5336	52			
225	5651	52			
225	5966	52			
225	6344	52			
225	6659	52			
225	6974	52			
225	7352	52			
225	7667	52			
225	7982	52			
225	8297	52			
225	10196	300			
225	10193	50			
225	10194	50			
325	170	54			
325	590	54			
325	1010	34			
325	1430	34			
325	1850	34			
325	2270	54			
325	2690	54			
325	3110	34			
325	3530	34			
325	3950	34			
325	4328	54			
325	4643	54			
325	4958	54			
325	5336	54			
325	5651	54			
325	5966	54			
325	6344	54			
325	6659	54			
325	6974	54			
325	7352	54			
325	7667	54			
325	7982	54			
325	8297	54			
325	10196	300			
325	10193	50			
325	10194	50			
425	170	56			
425	590	56			
425	1010	36			
425	1430	36			
425	1850	36			
425	2270	56			
425	2690	56			
425	3110	36			
425	3530	36			
425	3950	36			
425	4328	56			
425	4643	56			
425	4958	56			
425	5336	56			
425	5651	56			
425	5966	56			
425	6344	56			
425	6659	56			
425	6974	56			
425	7352	56			
425	7667	56			
425	7982	56			
425	8297	56			
425	10196	300			
425	10193	50			
425	10194	50			
525	170	58			
525	590	58			
525	1010	38			
525	1430	38			
525	1850	38			
525	2270	58			
525	2690	58			
525	3110	38			
525	3530	38			
525	3950	38			
525	4328	58			
525	4643	58			
525	4958	58			
525	5336	58			
525	5651	58			
525	5966	58			
525	6344	58			
525	6659	58			
525	6974	58			
525	7352	58			
525	7667	58			
525	7982	58			
525	8297	58			
525	10196	300			
525	10193	50			
525	10194	50			
625	170	60			
625	590	60			
625	1010	40			
625	1430	40			
625	1850	40			
625	2270	60			
625	2690	60			
625	3110	40			
625	3530	40			
625	3950	40			
625	4328	60			
625	4643	60			
625	4958	60			
625	5336	60			
625	5651	60			
625	5966	60			
625	6344	60			
625	6659	60			
625	6974	60			
625	7352	60			
625	7667	60			
625	7982	60			
625	8297	60			
625	10196	300			
625	10193	60			
625	10194	60			
26	170	60			
26	590	60			
26	1010	40			
26	1430	40			
26	1850	40			
26	2270	60			
26	2690	60			
26	3110	40			
26	3530	40			
26	3950	40			
26	4328	60			
26	4643	60			
26	4958	60			
26	5336	60			
26	5651	60			
26	5966	60			
26	6344	60			
26	6659	60			
26	6974	60			
26	7352	60			
26	7667	60			
26	7982	60			
26	8297	60			
26	10196	300			
26	10193	50			
26	10194	50			
226	170	62			
226	590	62			
226	1010	42			
226	1430	42			
226	1850	42			
226	2270	62			
226	2690	62			
226	3110	42			
226	3530	42			
226	3950	42			
226	4328	62			
226	4643	62			
226	4958	62			
226	5336	62			
226	5651	62			
226	5966	62			
226	6344	62			
226	6659	62			
226	6974	62			
226	7352	62			
226	7667	62			
226	7982	62			
226	8297	62			
226	10196	300			
226	10193	50			
226	10194	50			
326	170	64			
326	590	64			
326	1010	44			
326	1430	44			
326	1850	44			
326	2270	64			
326	2690	64			
326	3110	44			
326	3530	44			
326	3950	44			
326	4328	64			
326	4643	64			
326	4958	64			
326	5336	64			
326	5651	64			
326	5966	64			
326	6344	64			
326	6659	64			
326	6974	64			
326	7352	64			
326	7667	64			
326	7982	64			
326	8297	64			
326	10196	300			
326	10193	50			
326	10194	50			
426	170	66			
426	590	66			
426	1010	46			
426	1430	46			
426	1850	46			
426	2270	66			
426	2690	66			
426	3110	46			
426	3530	46			
426	3950	46			
426	4328	66			
426	4643	66			
426	4958	66			
426	5336	66			
426	5651	66			
426	5966	66			
426	6344	66			
426	6659	66			
426	6974	66			
426	7352	66			
426	7667	66			
426	7982	66			
426	8297	66			
426	10196	300			
426	10193	50			
426	10194	50			
526	170	68			
526	590	68			
526	1010	48			
526	1430	48			
526	1850	48			
526	2270	68			
526	2690	68			
526	3110	48			
526	3530	48			
526	3950	48			
526	4328	68			
526	4643	68			
526	4958	68			
526	5336	68			
526	5651	68			
526	5966	68			
526	6344	68			
526	6659	68			
526	6974	68			
526	7352	68			
526	7667	68			
526	7982	68			
526	8297	68			
526	10196	300			
526	10193	50			
526	10194	50			
626	170	70			
626	590	70			
626	1010	50			
626	1430	50			
626	1850	50			
626	2270	70			
626	2690	70			
626	3110	50			
626	3530	50			
626	3950	50			
626	4328	70			
626	4643	70			
626	4958	70			
626	5336	70			
626	5651	70			
626	5966	70			
626	6344	70			
626	6659	70			
626	6974	70			
626	7352	70			
626	7667	70			
626	7982	70			
626	8297	70			
626	10196	300			
626	10193	60			
626	10194	60			
27	170	70			
27	590	70			
27	1010	50			
27	1430	50			
27	1850	50			
27	2270	70			
27	2690	70			
27	3110	50			
27	3530	50			
27	3950	50			
27	4328	70			
27	4643	70			
27	4958	70			
27	5336	70			
27	5651	70			
27	5966	70			
27	6344	70			
27	6659	70			
27	6974	70			
27	7352	70			
27	7667	70			
27	7982	70			
27	8297	70			
27	10196	300			
27	10193	60			
27	10194	60			
227	170	72			
227	590	72			
227	1010	52			
227	1430	52			
227	1850	52			
227	2270	72			
227	2690	72			
227	3110	52			
227	3530	52			
227	3950	52			
227	4328	72			
227	4643	72			
227	4958	72			
227	5336	72			
227	5651	72			
227	5966	72			
227	6344	72			
227	6659	72			
227	6974	72			
227	7352	72			
227	7667	72			
227	7982	72			
227	8297	72			
227	10196	300			
227	10193	50			
227	10194	50			
327	170	74			
327	590	74			
327	1010	54			
327	1430	54			
327	1850	54			
327	2270	74			
327	2690	74			
327	3110	54			
327	3530	54			
327	3950	54			
327	4328	74			
327	4643	74			
327	4958	74			
327	5336	74			
327	5651	74			
327	5966	74			
327	6344	74			
327	6659	74			
327	6974	74			
327	7352	74			
327	7667	74			
327	7982	74			
327	8297	74			
327	10196	300			
327	10193	50			
327	10194	50			
427	170	76			
427	590	76			
427	1010	56			
427	1430	56			
427	1850	56			
427	2270	76			
427	2690	76			
427	3110	56			
427	3530	56			
427	3950	56			
427	4328	76			
427	4643	76			
427	4958	76			
427	5336	76			
427	5651	76			
427	5966	76			
427	6344	76			
427	6659	76			
427	6974	76			
427	7352	76			
427	7667	76			
427	7982	76			
427	8297	76			
427	10196	300			
427	10193	50			
427	10194	50			
527	170	78			
527	590	78			
527	1010	58			
527	1430	58			
527	1850	58			
527	2270	78			
527	2690	78			
527	3110	58			
527	3530	58			
527	3950	58			
527	4328	78			
527	4643	78			
527	4958	78			
527	5336	78			
527	5651	78			
527	5966	78			
527	6344	78			
527	6659	78			
527	6974	78			
527	7352	78			
527	7667	78			
527	7982	78			
527	8297	78			
527	10196	300			
527	10193	50			
527	10194	50			
627	170	80			
627	590	80			
627	1010	60			
627	1430	60			
627	1850	60			
627	2270	80			
627	2690	80			
627	3110	60			
627	3530	60			
627	3950	60			
627	4328	80			
627	4643	80			
627	4958	80			
627	5336	80			
627	5651	80			
627	5966	80			
627	6344	80			
627	6659	80			
627	6974	80			
627	7352	80			
627	7667	80			
627	7982	80			
627	8297	80			
627	10196	300			
627	10193	60			
627	10194	60			
28	170	80			
28	590	80			
28	1010	60			
28	1430	60			
28	1850	60			
28	2270	80			
28	2690	80			
28	3110	60			
28	3530	60			
28	3950	60			
28	4328	80			
28	4643	80			
28	4958	80			
28	5336	80			
28	5651	80			
28	5966	80			
28	6344	80			
28	6659	80			
28	6974	80			
28	7352	80			
28	7667	80			
28	7982	80			
28	8297	80			
28	10196	300			
28	10193	50			
28	10194	50			
228	170	82			
228	590	82			
228	1010	62			
228	1430	62			
228	1850	62			
228	2270	82			
228	2690	82			
228	3110	62			
228	3530	62			
228	3950	62			
228	4328	82			
228	4643	82			
228	4958	82			
228	5336	82			
228	5651	82			
228	5966	82			
228	6344	82			
228	6659	82			
228	6974	82			
228	7352	82			
228	7667	82			
228	7982	82			
228	8297	82			
228	10196	300			
228	10193	50			
228	10194	50			
328	170	84			
328	590	84			
328	1010	64			
328	1430	64			
328	1850	64			
328	2270	84			
328	2690	84			
328	3110	64			
328	3530	64			
328	3950	64			
328	4328	84			
328	4643	84			
328	4958	84			
328	5336	84			
328	5651	84			
328	5966	84			
328	6344	84			
328	6659	84			
328	6974	84			
328	7352	84			
328	7667	84			
328	7982	84			
328	8297	84			
328	10196	300			
328	10193	50			
328	10194	50			
428	170	86			
428	590	86			
428	1010	66			
428	1430	66			
428	1850	66			
428	2270	86			
428	2690	86			
428	3110	66			
428	3530	66			
428	3950	66			
428	4328	86			
428	4643	86			
428	4958	86			
428	5336	86			
428	5651	86			
428	5966	86			
428	6344	86			
428	6659	86			
428	6974	86			
428	7352	86			
428	7667	86			
428	7982	86			
428	8297	86			
428	10196	300			
428	10193	50			
428	10194	50			
528	170	88			
528	590	88			
528	1010	68			
528	1430	68			
528	1850	68			
528	2270	88			
528	2690	88			
528	3110	68			
528	3530	68			
528	3950	68			
528	4328	88			
528	4643	88			
528	4958	88			
528	5336	88			
528	5651	88			
528	5966	88			
528	6344	88			
528	6659	88			
528	6974	88			
528	7352	88			
528	7667	88			
528	7982	88			
528	8297	88			
528	10196	300			
528	10193	50			
528	10194	50			
628	170	90			
628	590	90			
628	1010	70			
628	1430	70			
628	1850	70			
628	2270	90			
628	2690	90			
628	3110	70			
628	3530	70			
628	3950	70			
628	4328	90			
628	4643	90			
628	4958	90			
628	5336	90			
628	5651	90			
628	5966	90			
628	6344	90			
628	6659	90			
628	6974	90			
628	7352	90			
628	7667	90			
628	7982	90			
628	8297	90			
628	10196	300			
628	10193	50			
628	10194	50			
29	171	60			
29	591	60			
29	1011	40			
29	1431	40			
29	1851	40			
29	2271	60			
29	2691	60			
29	3111	40			
29	3531	40			
29	3951	40			
29	4329	60			
29	4644	60			
29	4959	60			
29	5337	60			
29	5652	60			
29	5967	60			
29	6345	60			
29	6660	60			
29	6975	60			
29	7353	60			
29	7668	60			
29	7983	60			
29	8298	60			
29	10196	300			
29	10193	50			
29	10194	50			
229	171	62			
229	591	62			
229	1011	42			
229	1431	42			
229	1851	42			
229	2271	62			
229	2691	62			
229	3111	42			
229	3531	42			
229	3951	42			
229	4329	62			
229	4644	62			
229	4959	62			
229	5337	62			
229	5652	62			
229	5967	62			
229	6345	62			
229	6660	62			
229	6975	62			
229	7353	62			
229	7668	62			
229	7983	62			
229	8298	62			
229	10196	300			
229	10193	50			
229	10194	50			
329	171	64			
329	591	64			
329	1011	44			
329	1431	44			
329	1851	44			
329	2271	64			
329	2691	64			
329	3111	44			
329	3531	44			
329	3951	44			
329	4329	64			
329	4644	64			
329	4959	64			
329	5337	64			
329	5652	64			
329	5967	64			
329	6345	64			
329	6660	64			
329	6975	64			
329	7353	64			
329	7668	64			
329	7983	64			
329	8298	64			
329	10196	300			
329	10193	50			
329	10194	50			
429	171	66			
429	591	66			
429	1011	46			
429	1431	46			
429	1851	46			
429	2271	66			
429	2691	66			
429	3111	46			
429	3531	46			
429	3951	46			
429	4329	66			
429	4644	66			
429	4959	66			
429	5337	66			
429	5652	66			
429	5967	66			
429	6345	66			
429	6660	66			
429	6975	66			
429	7353	66			
429	7668	66			
429	7983	66			
429	8298	66			
429	10196	300			
429	10193	50			
429	10194	50			
529	171	68			
529	591	68			
529	1011	48			
529	1431	48			
529	1851	48			
529	2271	68			
529	2691	68			
529	3111	48			
529	3531	48			
529	3951	48			
529	4329	68			
529	4644	68			
529	4959	68			
529	5337	68			
529	5652	68			
529	5967	68			
529	6345	68			
529	6660	68			
529	6975	68			
529	7353	68			
529	7668	68			
529	7983	68			
529	8298	68			
529	10196	300			
529	10193	50			
529	10194	50			
629	171	70			
629	591	70			
629	1011	50			
629	1431	50			
629	1851	50			
629	2271	70			
629	2691	70			
629	3111	50			
629	3531	50			
629	3951	50			
629	4329	70			
629	4644	70			
629	4959	70			
629	5337	70			
629	5652	70			
629	5967	70			
629	6345	70			
629	6660	70			
629	6975	70			
629	7353	70			
629	7668	70			
629	7983	70			
629	8298	70			
629	10196	300			
629	10193	60			
629	10194	60			
30	169	160			
30	589	160			
30	1009	160			
30	1429	160			
30	1849	160			
30	2269	160			
30	2689	160			
30	3109	160			
30	3529	160			
30	3949	160			
30	4327	160			
30	4642	160			
30	4957	160			
30	5335	160			
30	5650	160			
30	5965	160			
30	6343	160			
30	6658	160			
30	6973	160			
30	7351	160			
30	7666	160			
30	7981	160			
30	8296	160			
30	10196	300			
30	10193	120			
30	10194	120			
31	173	55			
31	593	55			
31	1013	33			
31	1433	33			
31	1853	33			
31	2273	55			
31	2693	55			
31	3113	33			
31	3533	33			
31	3953	33			
31	4331	55			
31	4646	55			
31	4961	55			
31	5339	55			
31	5654	55			
31	5969	55			
31	6347	55			
31	6662	55			
31	6977	55			
31	7355	55			
31	7670	55			
31	7985	55			
31	8300	55			
31	10398	10			
31	10399	10			
31	10401	10			
31	10402	10			
31	10403	20			
31	10409	10			
31	10410	10			
31	10415	10			
31	10416	20			
31	10419	10			
31	10424	50			
31	10425	30			
31	10426	20			
31	10427	50			
31	10428	30			
31	10429	20			
31	10431	20			
31	10196	300			
31	10193	60			
31	10194	60			
231	173	58			
231	593	58			
231	1013	36			
231	1433	36			
231	1853	36			
231	2273	58			
231	2693	58			
231	3113	36			
231	3533	36			
231	3953	36			
231	4331	58			
231	4646	58			
231	4961	58			
231	5339	58			
231	5654	58			
231	5969	58			
231	6347	58			
231	6662	58			
231	6977	58			
231	7355	58			
231	7670	58			
231	7985	58			
231	8300	58			
231	10398	10			
231	10399	10			
231	10401	10			
231	10402	10			
231	10403	20			
231	10409	10			
231	10410	10			
231	10415	10			
231	10416	20			
231	10419	10			
231	10424	50			
231	10425	30			
231	10426	20			
231	10427	50			
231	10428	30			
231	10429	20			
231	10431	20			
231	10196	300			
231	10193	80			
231	10194	80			
331	173	60			
331	593	60			
331	1013	38			
331	1433	38			
331	1853	38			
331	2273	60			
331	2693	60			
331	3113	38			
331	3533	38			
331	3953	38			
331	4331	60			
331	4646	60			
331	4961	60			
331	5339	60			
331	5654	60			
331	5969	60			
331	6347	60			
331	6662	60			
331	6977	60			
331	7355	60			
331	7670	60			
331	7985	60			
331	8300	60			
331	10398	10			
331	10399	10			
331	10401	10			
331	10402	10			
331	10403	20			
331	10409	10			
331	10410	10			
331	10415	10			
331	10416	20			
331	10419	10			
331	10424	50			
331	10425	30			
331	10426	20			
331	10427	50			
331	10428	30			
331	10429	20			
331	10431	20			
331	10196	300			
331	10193	80			
331	10194	80			
431	173	62			
431	593	62			
431	1013	40			
431	1433	40			
431	1853	40			
431	2273	62			
431	2693	62			
431	3113	40			
431	3533	40			
431	3953	40			
431	4331	62			
431	4646	62			
431	4961	62			
431	5339	62			
431	5654	62			
431	5969	62			
431	6347	62			
431	6662	62			
431	6977	62			
431	7355	62			
431	7670	62			
431	7985	62			
431	8300	62			
431	10398	10			
431	10399	10			
431	10401	10			
431	10402	10			
431	10403	20			
431	10409	10			
431	10410	10			
431	10415	10			
431	10416	20			
431	10419	10			
431	10424	50			
431	10425	30			
431	10426	20			
431	10427	50			
431	10428	30			
431	10429	20			
431	10431	20			
431	10196	300			
431	10193	80			
431	10194	80			
531	173	64			
531	593	64			
531	1013	42			
531	1433	42			
531	1853	42			
531	2273	64			
531	2693	64			
531	3113	42			
531	3533	42			
531	3953	42			
531	4331	64			
531	4646	64			
531	4961	64			
531	5339	64			
531	5654	64			
531	5969	64			
531	6347	64			
531	6662	64			
531	6977	64			
531	7355	64			
531	7670	64			
531	7985	64			
531	8300	64			
531	10398	10			
531	10399	10			
531	10401	10			
531	10402	10			
531	10403	20			
531	10409	10			
531	10410	10			
531	10415	10			
531	10416	20			
531	10419	10			
531	10424	50			
531	10425	30			
531	10426	20			
531	10427	50			
531	10428	30			
531	10429	20			
531	10431	20			
531	10196	300			
531	10193	80			
531	10194	80			
631	173	66			
631	593	66			
631	1013	44			
631	1433	44			
631	1853	44			
631	2273	66			
631	2693	66			
631	3113	44			
631	3533	44			
631	3953	44			
631	4331	66			
631	4646	66			
631	4961	66			
631	5339	66			
631	5654	66			
631	5969	66			
631	6347	66			
631	6662	66			
631	6977	66			
631	7355	66			
631	7670	66			
631	7985	66			
631	8300	66			
631	10398	10			
631	10399	10			
631	10401	10			
631	10402	10			
631	10403	20			
631	10409	10			
631	10410	10			
631	10415	10			
631	10416	20			
631	10419	10			
631	10424	50			
631	10425	30			
631	10426	20			
631	10427	50			
631	10428	30			
631	10429	20			
631	10431	20			
631	10196	300			
631	10193	90			
631	10194	90			
32	173	66			
32	593	66			
32	1013	44			
32	1433	44			
32	1853	44			
32	2273	66			
32	2693	66			
32	3113	44			
32	3533	44			
32	3953	44			
32	4331	66			
32	4646	66			
32	4961	66			
32	5339	66			
32	5654	66			
32	5969	66			
32	6347	66			
32	6662	66			
32	6977	66			
32	7355	66			
32	7670	66			
32	7985	66			
32	8300	66			
32	10398	10			
32	10399	10			
32	10401	10			
32	10402	10			
32	10403	20			
32	10409	10			
32	10410	10			
32	10415	10			
32	10416	20			
32	10419	10			
32	10424	50			
32	10425	30			
32	10426	20			
32	10427	50			
32	10428	30			
32	10429	20			
32	10431	20			
32	10196	300			
32	10193	80			
32	10194	80			
232	173	69			
232	593	69			
232	1013	47			
232	1433	47			
232	1853	47			
232	2273	69			
232	2693	69			
232	3113	47			
232	3533	47			
232	3953	47			
232	4331	69			
232	4646	69			
232	4961	69			
232	5339	69			
232	5654	69			
232	5969	69			
232	6347	69			
232	6662	69			
232	6977	69			
232	7355	69			
232	7670	69			
232	7985	69			
232	8300	69			
232	10398	10			
232	10399	10			
232	10401	10			
232	10402	10			
232	10403	20			
232	10409	10			
232	10410	10			
232	10415	10			
232	10416	20			
232	10419	10			
232	10424	50			
232	10425	30			
232	10426	20			
232	10427	50			
232	10428	30			
232	10429	20			
232	10431	20			
232	10196	300			
232	10193	80			
232	10194	80			
332	173	71			
332	593	71			
332	1013	49			
332	1433	49			
332	1853	49			
332	2273	71			
332	2693	71			
332	3113	49			
332	3533	49			
332	3953	49			
332	4331	71			
332	4646	71			
332	4961	71			
332	5339	71			
332	5654	71			
332	5969	71			
332	6347	71			
332	6662	71			
332	6977	71			
332	7355	71			
332	7670	71			
332	7985	71			
332	8300	71			
332	10398	10			
332	10399	10			
332	10401	10			
332	10402	10			
332	10403	20			
332	10409	10			
332	10410	10			
332	10415	10			
332	10416	20			
332	10419	10			
332	10424	50			
332	10425	30			
332	10426	20			
332	10427	50			
332	10428	30			
332	10429	20			
332	10431	20			
332	10196	300			
332	10193	80			
332	10194	80			
432	173	73			
432	593	73			
432	1013	51			
432	1433	51			
432	1853	51			
432	2273	73			
432	2693	73			
432	3113	51			
432	3533	51			
432	3953	51			
432	4331	73			
432	4646	73			
432	4961	73			
432	5339	73			
432	5654	73			
432	5969	73			
432	6347	73			
432	6662	73			
432	6977	73			
432	7355	73			
432	7670	73			
432	7985	73			
432	8300	73			
432	10398	10			
432	10399	10			
432	10401	10			
432	10402	10			
432	10403	20			
432	10409	10			
432	10410	10			
432	10415	10			
432	10416	20			
432	10419	10			
432	10424	50			
432	10425	30			
432	10426	20			
432	10427	50			
432	10428	30			
432	10429	20			
432	10431	20			
432	10196	300			
432	10193	80			
432	10194	80			
532	173	75			
532	593	75			
532	1013	53			
532	1433	53			
532	1853	53			
532	2273	75			
532	2693	75			
532	3113	53			
532	3533	53			
532	3953	53			
532	4331	75			
532	4646	75			
532	4961	75			
532	5339	75			
