;	Item Numb	English	Korean Name	Type	Level	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
7372	0	궁수의 슈즈	궁수의 슈즈	35	1	1	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	20	98	488	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	0	0
7373	1	+1 궁수의 슈즈	+1 궁수의 슈즈	35	1	3	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	21	103	513	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	2	2
7374	2	+2 궁수의 슈즈	+2 궁수의 슈즈	35	1	5	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	22	108	539	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	4	3
7375	3	+3 궁수의 슈즈	+3 궁수의 슈즈	35	1	9	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	23	114	566	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	8	7
7376	4	+4 궁수의 슈즈	+4 궁수의 슈즈	35	1	11	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	24	119	595	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	10	7
7377	5	+5 궁수의 슈즈	+5 궁수의 슈즈	35	1	14	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	25	125	625	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	13	9
7378	6	+6 궁수의 슈즈	+6 궁수의 슈즈	35	1	19	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	27	132	657	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	18	13
7379	7	+7 궁수의 슈즈	+7 궁수의 슈즈	35	1	23	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	28	138	690	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	22	15
7380	8	+8 궁수의 슈즈	+8 궁수의 슈즈	35	1	29	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	29	145	725	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	28	19
7381	9	+9 궁수의 슈즈	+9 궁수의 슈즈	35	1	37	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	31	153	762	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	36	25
7382	10	+10 궁수의 슈즈	+10 궁수의 슈즈	35	1	44	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	33	161	801	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	43	30
7383	11	+11 궁수의 슈즈	+11 궁수의 슈즈	35	1	54	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	34	169	842	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	53	36
7384	12	+12 궁수의 슈즈	+12 궁수의 슈즈	35	1	63	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	36	177	885	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	62	43
7385	13	+13 궁수의 슈즈	+13 궁수의 슈즈	35	1	76	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	38	186	930	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	75	51
7386	14	+14 궁수의 슈즈	+14 궁수의 슈즈	35	1	87	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	40	196	977	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	86	59
7387	15	+15 궁수의 슈즈	+15 궁수의 슈즈	35	1	100	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	42	206	1026	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	99	68
7388	16	+16 궁수의 슈즈	+16 궁수의 슈즈	35	1	115	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	44	216	1078	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	114	79
7389	17	+17 궁수의 슈즈	+17 궁수의 슈즈	35	1	133	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	46	227	1132	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	132	91
7390	18	+18 궁수의 슈즈	+18 궁수의 슈즈	35	1	152	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	48	238	1189	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	151	103
7391	19	+19 궁수의 슈즈	+19 궁수의 슈즈	35	1	173	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	50	250	1249	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	172	118
7392	20	+20 궁수의 슈즈	+20 궁수의 슈즈	35	1	198	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	53	263	1312	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b018_1.mod	ma_boo_b018_2.mod	ma_boo_b018_3.mod	ma_boo_b018.tga	ma_boo_b018.tga	0	fe_boo_b015_1.mod	fe_boo_b015_2.mod	fe_boo_b015_3.mod	fe_boo_b015.tga	fe_boo_b015.tga	0	197	135
7393	0	레인저 슈즈	레인저 슈즈	35	1	3	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	30	147	732	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	0	0
7394	1	+1 레인저 슈즈	+1 레인저 슈즈	35	1	5	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	31	154	769	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	2	1
7395	2	+2 레인저 슈즈	+2 레인저 슈즈	35	1	7	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	33	162	808	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	4	3
7396	3	+3 레인저 슈즈	+3 레인저 슈즈	35	1	11	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	34	170	849	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	8	5
7397	4	+4 레인저 슈즈	+4 레인저 슈즈	35	1	14	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	36	179	892	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	11	7
7398	5	+5 레인저 슈즈	+5 레인저 슈즈	35	1	17	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	38	188	937	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	14	9
7399	6	+6 레인저 슈즈	+6 레인저 슈즈	35	1	22	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	40	197	984	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	19	13
7400	7	+7 레인저 슈즈	+7 레인저 슈즈	35	1	27	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	42	207	1034	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	24	17
7401	8	+8 레인저 슈즈	+8 레인저 슈즈	35	1	34	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	44	218	1086	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	31	21
7402	9	+9 레인저 슈즈	+9 레인저 슈즈	35	1	41	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	46	229	1141	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	38	26
7403	10	+10 레인저 슈즈	+10 레인저 슈즈	35	1	50	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	48	240	1199	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	47	32
7404	11	+11 레인저 슈즈	+11 레인저 슈즈	35	1	59	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	51	252	1259	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	56	38
7405	12	+12 레인저 슈즈	+12 레인저 슈즈	35	1	71	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	53	265	1322	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	68	46
7406	13	+13 레인저 슈즈	+13 레인저 슈즈	35	1	84	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	56	278	1389	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	81	55
7407	14	+14 레인저 슈즈	+14 레인저 슈즈	35	1	96	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	59	292	1459	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	93	63
7408	15	+15 레인저 슈즈	+15 레인저 슈즈	35	1	112	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	62	307	1532	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	109	74
7409	16	+16 레인저 슈즈	+16 레인저 슈즈	35	1	128	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	65	322	1609	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	125	85
7410	17	+17 레인저 슈즈	+17 레인저 슈즈	35	1	147	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	68	338	1690	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	144	98
7411	18	+18 레인저 슈즈	+18 레인저 슈즈	35	1	168	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	71	355	1775	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	165	113
7412	19	+19 레인저 슈즈	+19 레인저 슈즈	35	1	191	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	75	373	1864	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	188	128
7413	20	+20 레인저 슈즈	+20 레인저 슈즈	35	1	219	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	79	392	1958	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b015_1.mod	ma_boo_b015_2.mod	ma_boo_b015_3.mod	ma_boo_b015.tga	ma_boo_b015.tga	0	fe_boo_b032_1.mod	fe_boo_b032_2.mod	fe_boo_b032_3.mod	fe_boo_b032.tga	fe_boo_b032.tga	0	216	147
7414	0	비홀더 가죽 부츠	비홀더 가죽 부츠	35	1	4	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	44	220	1098	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	0	0
7415	1	+1 비홀더 가죽 부츠	+1 비홀더 가죽 부츠	35	1	6	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	47	231	1153	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	2	1
7416	2	+2 비홀더 가죽 부츠	+2 비홀더 가죽 부츠	35	1	8	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	49	243	1211	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	4	3
7417	3	+3 비홀더 가죽 부츠	+3 비홀더 가죽 부츠	35	1	13	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	51	255	1272	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	9	5
7418	4	+4 비홀더 가죽 부츠	+4 비홀더 가죽 부츠	35	1	15	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	54	268	1336	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	11	7
7419	5	+5 비홀더 가죽 부츠	+5 비홀더 가죽 부츠	35	1	18	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	57	281	1403	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	14	9
7420	6	+6 비홀더 가죽 부츠	+6 비홀더 가죽 부츠	35	1	24	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	59	295	1474	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	20	13
7421	7	+7 비홀더 가죽 부츠	+7 비홀더 가죽 부츠	35	1	28	0	0	0	0	0	2	0	50	0	0	0	0	0	0	0	0	0	62	310	1548	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ma_boo_b013_1.mod	ma_boo_b013_2.mod	ma_boo_b013_3.mod	ma_boo_b013.tga	ma_boo_b013.tga	0	fe_boo_b021_1.mod	fe_boo_b021_2.mod	fe_boo_b021_3.mod	fe_boo_b021.tga	fe_boo_b021.tga	0	24	16
