;레벨	근거리 필요경험치	원거리 필요경험치	흑마법 필요경험치	백마법 필요경험치
1329	1499070464	1462353920	1426251776	1390968832
1330	1499070464	1462353920	1426251776	1390968832
1331	1499070464	1462353920	1426251776	1390968832
1332	1499070464	1462353920	1426251776	1390968832
1333	1499070464	1462353920	1426251776	1390968832
1334	1499070464	1462353920	1426251776	1390968832
1335	1499070464	1462353920	1426251776	1390968832
1336	1499070464	1462353920	1426251776	1390968832
1337	1499070464	1462353920	1426251776	1390968832
1338	1499070464	1462353920	1426251776	1390968832
1339	1499070464	1462353920	1426251776	1390968832
1340	1499070464	1462353920	1426251776	1390968832
1341	1499070464	1462353920	1426251776	1390968832
1342	1499070464	1462353920	1426251776	1390968832
1343	1499070464	1462353920	1426251776	1390968832
1344	1499070464	1462353920	1426251776	1390968832
1345	1499070464	1462353920	1426251776	1390968832
1346	1499070464	1462353920	1426251776	1390968832
1347	1499070464	1462353920	1426251776	1390968832
1348	1499070464	1462353920	1426251776	1390968832
1349	1499070464	1462353920	1426251776	1390968832
1350	1499070464	1462353920	1426251776	1390968832
1351	1499070464	1462353920	1426251776	1390968832
1352	1499070464	1462353920	1426251776	1390968832
1353	1499070464	1462353920	1426251776	1390968832
1354	1499070464	1462353920	1426251776	1390968832
1355	1499070464	1462353920	1426251776	1390968832
1356	1499070464	1462353920	1426251776	1390968832
1357	1499070464	1462353920	1426251776	1390968832
1358	1499070464	1462353920	1426251776	1390968832
1359	1499070464	1462353920	1426251776	1390968832
1360	1499070464	1462353920	1426251776	1390968832
1361	1499070464	1462353920	1426251776	1390968832
1362	1499070464	1462353920	1426251776	1390968832
1363	1499070464	1462353920	1426251776	1390968832
1364	1499070464	1462353920	1426251776	1390968832
1365	1499070464	1462353920	1426251776	1390968832
1366	1499070464	1462353920	1426251776	1390968832
1367	1499070464	1462353920	1426251776	1390968832
1368	1499070464	1462353920	1426251776	1390968832
1369	1499070464	1462353920	1426251776	1390968832
1370	1499070464	1462353920	1426251776	1390968832
1371	1499070464	1462353920	1426251776	1390968832
1372	1499070464	1462353920	1426251776	1390968832
1373	1499070464	1462353920	1426251776	1390968832
1374	1499070464	1462353920	1426251776	1390968832
1375	1499070464	1462353920	1426251776	1390968832
1376	1499070464	1462353920	1426251776	1390968832
1377	1499070464	1462353920	1426251776	1390968832
1378	1499070464	1462353920	1426251776	1390968832
1379	1499070464	1462353920	1426251776	1390968832
1380	1499070464	1462353920	1426251776	1390968832
1381	1499070464	1462353920	1426251776	1390968832
1382	1499070464	1462353920	1426251776	1390968832
1383	1499070464	1462353920	1426251776	1390968832
1384	1499070464	1462353920	1426251776	1390968832
1385	1499070464	1462353920	1426251776	1390968832
1386	1499070464	1462353920	1426251776	1390968832
1387	1499070464	1462353920	1426251776	1390968832
1388	1499070464	1462353920	1426251776	1390968832
1389	1499070464	1462353920	1426251776	1390968832
1390	1499070464	1462353920	1426251776	1390968832
1391	1499070464	1462353920	1426251776	1390968832
1392	1499070464	1462353920	1426251776	1390968832
1393	1499070464	1462353920	1426251776	1390968832
1394	1499070464	1462353920	1426251776	1390968832
1395	1499070464	1462353920	1426251776	1390968832
1396	1499070464	1462353920	1426251776	1390968832
1397	1499070464	1462353920	1426251776	1390968832
1398	1499070464	1462353920	1426251776	1390968832
1399	1499070464	1462353920	1426251776	1390968832
1400	1499070464	1462353920	1426251776	1390968832
1401	1499070464	1462353920	1426251776	1390968832
1402	1499070464	1462353920	1426251776	1390968832
1403	1499070464	1462353920	1426251776	1390968832
1404	1499070464	1462353920	1426251776	1390968832
1405	1499070464	1462353920	1426251776	1390968832
1406	1499070464	1462353920	1426251776	1390968832
1407	1499070464	1462353920	1426251776	1390968832
1408	1499070464	1462353920	1426251776	1390968832
1409	1499070464	1462353920	1426251776	1390968832
1410	1499070464	1462353920	1426251776	1390968832
1411	1499070464	1462353920	1426251776	1390968832
1412	1499070464	1462353920	1426251776	1390968832
1413	1499070464	1462353920	1426251776	1390968832
1414	1499070464	1462353920	1426251776	1390968832
1415	1499070464	1462353920	1426251776	1390968832
1416	1499070464	1462353920	1426251776	1390968832
1417	1499070464	1462353920	1426251776	1390968832
1418	1499070464	1462353920	1426251776	1390968832
1419	1499070464	1462353920	1426251776	1390968832
1420	1499070464	1462353920	1426251776	1390968832
1421	1499070464	1462353920	1426251776	1390968832
1422	1499070464	1462353920	1426251776	1390968832
1423	1499070464	1462353920	1426251776	1390968832
1424	1499070464	1462353920	1426251776	1390968832
1425	1499070464	1462353920	1426251776	1390968832
1426	1499070464	1462353920	1426251776	1390968832
1427	1499070464	1462353920	1426251776	1390968832
1428	1499070464	1462353920	1426251776	1390968832
1429	1499070464	1462353920	1426251776	1390968832
1430	1499070464	1462353920	1426251776	1390968832
1431	1499070464	1462353920	1426251776	1390968832
1432	1499070464	1462353920	1426251776	1390968832
1433	1499070464	1462353920	1426251776	1390968832
1434	1499070464	1462353920	1426251776	1390968832
1435	1499070464	1462353920	1426251776	1390968832
1436	1499070464	1462353920	1426251776	1390968832
1437	1499070464	1462353920	1426251776	1390968832
1438	1499070464	1462353920	1426251776	1390968832
1439	1499070464	1462353920	1426251776	1390968832
1440	1499070464	1462353920	1426251776	1390968832
1441	1499070464	1462353920	1426251776	1390968832
1442	1499070464	1462353920	1426251776	1390968832
1443	1499070464	1462353920	1426251776	1390968832
1444	1499070464	1462353920	1426251776	1390968832
1445	1499070464	1462353920	1426251776	1390968832
1446	1499070464	1462353920	1426251776	1390968832
1447	1499070464	1462353920	1426251776	1390968832
1448	1499070464	1462353920	1426251776	1390968832
1449	1499070464	1462353920	1426251776	1390968832
1450	1499070464	1462353920	1426251776	1390968832
1451	1499070464	1462353920	1426251776	1390968832
1452	1499070464	1462353920	1426251776	1390968832
1453	1499070464	1462353920	1426251776	1390968832
1454	1499070464	1462353920	1426251776	1390968832
1455	1499070464	1462353920	1426251776	1390968832
1456	1499070464	1462353920	1426251776	1390968832
1457	1499070464	1462353920	1426251776	1390968832
1458	1499070464	1462353920	1426251776	1390968832
1459	1499070464	1462353920	1426251776	1390968832
1460	1499070464	1462353920	1426251776	1390968832
1461	1499070464	1462353920	1426251776	1390968832
1462	1499070464	1462353920	1426251776	1390968832
1463	1499070464	1462353920	1426251776	1390968832
1464	1499070464	1462353920	1426251776	1390968832
1465	1499070464	1462353920	1426251776	1390968832
1466	1499070464	1462353920	1426251776	1390968832
1467	1499070464	1462353920	1426251776	1390968832
1468	1499070464	1462353920	1426251776	1390968832
1469	1499070464	1462353920	1426251776	1390968832
1470	1499070464	1462353920	1426251776	1390968832
1471	1499070464	1462353920	1426251776	1390968832
1472	1499070464	1462353920	1426251776	1390968832
1473	1499070464	1462353920	1426251776	1390968832
1474	1499070464	1462353920	1426251776	1390968832
1475	1499070464	1462353920	1426251776	1390968832
1476	1499070464	1462353920	1426251776	1390968832
1477	1499070464	1462353920	1426251776	1390968832
1478	1499070464	1462353920	1426251776	1390968832
1479	1499070464	1462353920	1426251776	1390968832
1480	1499070464	1462353920	1426251776	1390968832
1481	1499070464	1462353920	1426251776	1390968832
1482	1499070464	1462353920	1426251776	1390968832
1483	1499070464	1462353920	1426251776	1390968832
1484	1499070464	1462353920	1426251776	1390968832
1485	1499070464	1462353920	1426251776	1390968832
1486	1499070464	1462353920	1426251776	1390968832
1487	1499070464	1462353920	1426251776	1390968832
1488	1499070464	1462353920	1426251776	1390968832
1489	1499070464	1462353920	1426251776	1390968832
1490	1499070464	1462353920	1426251776	1390968832
1491	1499070464	1462353920	1426251776	1390968832
1492	1499070464	1462353920	1426251776	1390968832
1493	1499070464	1462353920	1426251776	1390968832
1494	1499070464	1462353920	1426251776	1390968832
1495	1499070464	1462353920	1426251776	1390968832
1496	1499070464	1462353920	1426251776	1390968832
1497	1499070464	1462353920	1426251776	1390968832
1498	1499070464	1462353920	1426251776	1390968832
1499	1499070464	1462353920	1426251776	1390968832
1500	1499070464	1462353920	1426251776	1390968832
1501	1499070464	1462353920	1426251776	1390968832
1502	1499070464	1462353920	1426251776	1390968832
1503	1499070464	1462353920	1426251776	1390968832
1504	1499070464	1462353920	1426251776	1390968832
1505	1499070464	1462353920	1426251776	1390968832
1506	1499070464	1462353920	1426251776	1390968832
1507	1499070464	1462353920	1426251776	1390968832
1508	1499070464	1462353920	1426251776	1390968832
1509	1499070464	1462353920	1426251776	1390968832
1510	1499070464	1462353920	1426251776	1390968832
1511	1499070464	1462353920	1426251776	1390968832
1512	1499070464	1462353920	1426251776	1390968832
1513	1499070464	1462353920	1426251776	1390968832
1514	1499070464	1462353920	1426251776	1390968832
1515	1499070464	1462353920	1426251776	1390968832
1516	1499070464	1462353920	1426251776	1390968832
1517	1499070464	1462353920	1426251776	1390968832
1518	1499070464	1462353920	1426251776	1390968832
1519	1499070464	1462353920	1426251776	1390968832
1520	1499070464	1462353920	1426251776	1390968832
1521	1499070464	1462353920	1426251776	1390968832
1522	1499070464	1462353920	1426251776	1390968832
1523	1499070464	1462353920	1426251776	1390968832
1524	1499070464	1462353920	1426251776	1390968832
1525	1499070464	1462353920	1426251776	1390968832
1526	1499070464	1462353920	1426251776	1390968832
1527	1499070464	1462353920	1426251776	1390968832
1528	1499070464	1462353920	1426251776	1390968832
1529	1499070464	1462353920	1426251776	1390968832
1530	1499070464	1462353920	1426251776	1390968832
1531	1499070464	1462353920	1426251776	1390968832
1532	1499070464	1462353920	1426251776	1390968832
1533	1499070464	1462353920	1426251776	1390968832
1534	1499070464	1462353920	1426251776	1390968832
1535	1499070464	1462353920	1426251776	1390968832
1536	1499070464	1462353920	1426251776	1390968832
1537	1499070464	1462353920	1426251776	1390968832
1538	1499070464	1462353920	1426251776	1390968832
1539	1499070464	1462353920	1426251776	1390968832
1540	1499070464	1462353920	1426251776	1390968832
1541	1499070464	1462353920	1426251776	1390968832
1542	1499070464	1462353920	1426251776	1390968832
1543	1499070464	1462353920	1426251776	1390968832
1544	1499070464	1462353920	1426251776	1390968832
1545	1499070464	1462353920	1426251776	1390968832
1546	1499070464	1462353920	1426251776	1390968832
1547	1499070464	1462353920	1426251776	1390968832
1548	1499070464	1462353920	1426251776	1390968832
1549	1499070464	1462353920	1426251776	1390968832
1550	1499070464	1462353920	1426251776	1390968832
1551	1499070464	1462353920	1426251776	1390968832
1552	1499070464	1462353920	1426251776	1390968832
1553	1499070464	1462353920	1426251776	1390968832
1554	1499070464	1462353920	1426251776	1390968832
1555	1499070464	1462353920	1426251776	1390968832
1556	1499070464	1462353920	1426251776	1390968832
1557	1499070464	1462353920	1426251776	1390968832
1558	1499070464	1462353920	1426251776	1390968832
1559	1499070464	1462353920	1426251776	1390968832
1560	1499070464	1462353920	1426251776	1390968832
1561	1499070464	1462353920	1426251776	1390968832
1562	1499070464	1462353920	1426251776	1390968832
1563	1499070464	1462353920	1426251776	1390968832
1564	1499070464	1462353920	1426251776	1390968832
1565	1499070464	1462353920	1426251776	1390968832
1566	1499070464	1462353920	1426251776	1390968832
1567	1499070464	1462353920	1426251776	1390968832
1568	1499070464	1462353920	1426251776	1390968832
1569	1499070464	1462353920	1426251776	1390968832
1570	1499070464	1462353920	1426251776	1390968832
1571	1499070464	1462353920	1426251776	1390968832
1572	1499070464	1462353920	1426251776	1390968832
1573	1499070464	1462353920	1426251776	1390968832
1574	1499070464	1462353920	1426251776	1390968832
1575	1499070464	1462353920	1426251776	1390968832
1576	1499070464	1462353920	1426251776	1390968832
1577	1499070464	1462353920	1426251776	1390968832
1578	1499070464	1462353920	1426251776	1390968832
1579	1499070464	1462353920	1426251776	1390968832
1580	1499070464	1462353920	1426251776	1390968832
1581	1499070464	1462353920	1426251776	1390968832
1582	1499070464	1462353920	1426251776	1390968832
1583	1499070464	1462353920	1426251776	1390968832
1584	1499070464	1462353920	1426251776	1390968832
1585	1499070464	1462353920	1426251776	1390968832
1586	1499070464	1462353920	1426251776	1390968832
1587	1499070464	1462353920	1426251776	1390968832
1588	1499070464	1462353920	1426251776	1390968832
1589	1499070464	1462353920	1426251776	1390968832
1590	1499070464	1462353920	1426251776	1390968832
1591	1499070464	1462353920	1426251776	1390968832
1592	1499070464	1462353920	1426251776	1390968832
1593	1499070464	1462353920	1426251776	1390968832
1594	1499070464	1462353920	1426251776	1390968832
1595	1499070464	1462353920	1426251776	1390968832
1596	1499070464	1462353920	1426251776	1390968832
1597	1499070464	1462353920	1426251776	1390968832
1598	1499070464	1462353920	1426251776	1390968832
1599	1499070464	1462353920	1426251776	1390968832
