;	아이템번호	한글이름	영문	종류	레벨	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
8177	7	+7 버클러	+7 버클러	37	3	54	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2183	21828	43656	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	18	0
8178	8	+8 버클러	+8 버클러	37	3	65	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2402	24012	48024	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	24	0
8179	9	+9 버클러	+9 버클러	37	3	78	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2642	26415	52830	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	30	0
8180	10	+10 버클러	+10 버클러	37	3	94	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2906	29058	58116	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	38	0
8181	11	+11 버클러	+11 버클러	37	3	111	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3197	31965	63930	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	47	0
8182	12	+12 버클러	+12 버클러	37	3	129	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3517	35163	70326	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	56	0
8183	13	+13 버클러	+13 버클러	37	3	151	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3869	38682	77364	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	67	0
8184	14	+14 버클러	+14 버클러	37	3	173	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4256	42552	85104	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	78	0
8185	15	+15 버클러	+15 버클러	37	3	198	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4681	46809	93618	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	90	0
8186	16	+16 버클러	+16 버클러	37	3	226	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5150	51492	102984	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	104	0
8187	17	+17 버클러	+17 버클러	37	3	257	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5665	56643	113286	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	120	0
8188	18	+18 버클러	+18 버클러	37	3	293	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6231	62310	124620	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	138	0
8189	19	+19 버클러	+19 버클러	37	3	334	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6855	68541	137082	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	158	0
8190	20	+20 버클러	+20 버클러	37	3	379	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7540	75396	150792	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	wd_0015_1.mod	wd_0015_2.mod	wd_0015_3.mod	wd_0015.tga	wd_0015.tga	0	181	0
8191	0	브론즈 타워 실드	브론즈 타워 실드	37	3	19	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1456	14556	29109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	0	0
8192	1	+1 브론즈 타워 실드	+1 브론즈 타워 실드	37	3	21	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1602	16011	32022	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	1	0
8193	2	+2 브론즈 타워 실드	+2 브론즈 타워 실드	37	3	23	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1762	17613	35226	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	2	0
8194	3	+3 브론즈 타워 실드	+3 브론즈 타워 실드	37	3	31	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1938	19377	38754	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	6	0
8195	4	+4 브론즈 타워 실드	+4 브론즈 타워 실드	37	3	35	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2132	21315	42630	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	8	0
8196	5	+5 브론즈 타워 실드	+5 브론즈 타워 실드	37	3	39	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2345	23448	46896	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	10	0
8197	6	+6 브론즈 타워 실드	+6 브론즈 타워 실드	37	3	50	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2580	25794	51588	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	15	0
8198	7	+7 브론즈 타워 실드	+7 브론즈 타워 실드	37	3	57	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2838	28374	56748	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	19	0
8199	8	+8 브론즈 타워 실드	+8 브론즈 타워 실드	37	3	69	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3122	31212	62424	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	25	0
8200	9	+9 브론즈 타워 실드	+9 브론즈 타워 실드	37	3	84	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3434	34335	68670	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	32	0
8201	10	+10 브론즈 타워 실드	+10 브론즈 타워 실드	37	3	100	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3777	37770	75540	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	40	0
8202	11	+11 브론즈 타워 실드	+11 브론즈 타워 실드	37	3	117	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4155	41547	83094	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	49	0
8203	12	+12 브론즈 타워 실드	+12 브론즈 타워 실드	37	3	137	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4571	45702	91404	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	59	0
8204	13	+13 브론즈 타워 실드	+13 브론즈 타워 실드	37	3	160	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5028	50274	100548	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	70	0
8205	14	+14 브론즈 타워 실드	+14 브론즈 타워 실드	37	3	183	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5531	55302	110604	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	82	0
8206	15	+15 브론즈 타워 실드	+15 브론즈 타워 실드	37	3	209	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6084	60834	121668	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	95	0
8207	16	+16 브론즈 타워 실드	+16 브론즈 타워 실드	37	3	239	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6692	66918	133836	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	110	0
8208	17	+17 브론즈 타워 실드	+17 브론즈 타워 실드	37	3	272	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7362	73611	147222	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	126	0
8209	18	+18 브론즈 타워 실드	+18 브론즈 타워 실드	37	3	310	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	8098	80973	161946	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	145	0
8210	19	+19 브론즈 타워 실드	+19 브론즈 타워 실드	37	3	352	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	8908	89073	178146	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	166	0
8211	20	+20 브론즈 타워 실드	+20 브론즈 타워 실드	37	3	401	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	9799	97983	195966	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	wd_0007_1.mod	wd_0007_2.mod	wd_0007_3.mod	wd_0007.tga	wd_0007.tga	0	191	0
8212	0	해적의 방패	해적의 방패	37	3	21	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1893	18921	37839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	0	0
8213	1	+1 해적의 방패	+1 해적의 방패	37	3	23	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2082	20814	41628	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	1	0
8214	2	+2 해적의 방패	+2 해적의 방패	37	3	25	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2290	22896	45792	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	2	0
8215	3	+3 해적의 방패	+3 해적의 방패	37	3	34	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2519	25188	50376	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	6	0
8216	4	+4 해적의 방패	+4 해적의 방패	37	3	38	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2771	27708	55416	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	8	0
8217	5	+5 해적의 방패	+5 해적의 방패	37	3	42	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3048	30480	60960	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	10	0
8218	6	+6 해적의 방패	+6 해적의 방패	37	3	54	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3353	33528	67056	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	16	0
8219	7	+7 해적의 방패	+7 해적의 방패	37	3	61	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	3689	36882	73764	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	20	0
8220	8	+8 해적의 방패	+8 해적의 방패	37	3	74	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4058	40572	81144	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	26	0
8221	9	+9 해적의 방패	+9 해적의 방패	37	3	89	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4464	44631	89262	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	34	0
8222	10	+10 해적의 방패	+10 해적의 방패	37	3	106	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4910	49095	98190	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	42	0
8223	11	+11 해적의 방패	+11 해적의 방패	37	3	124	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5401	54006	108012	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	51	0
8224	12	+12 해적의 방패	+12 해적의 방패	37	3	145	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	5941	59409	118818	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	62	0
8225	13	+13 해적의 방패	+13 해적의 방패	37	3	169	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	6536	65352	130704	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	74	0
8226	14	+14 해적의 방패	+14 해적의 방패	37	3	194	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7189	71889	143778	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	86	0
8227	15	+15 해적의 방패	+15 해적의 방패	37	3	221	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7908	79080	158160	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	100	0
8228	16	+16 해적의 방패	+16 해적의 방패	37	3	252	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	8699	86988	173976	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	115	0
8229	17	+17 해적의 방패	+17 해적의 방패	37	3	287	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	9569	95688	191376	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	133	0
8230	18	+18 해적의 방패	+18 해적의 방패	37	3	327	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	10526	105258	210516	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	153	0
8231	19	+19 해적의 방패	+19 해적의 방패	37	3	371	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	11579	115785	231570	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	175	0
8232	20	+20 해적의 방패	+20 해적의 방패	37	3	422	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12737	127365	254730	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	wd_0016_1.mod	wd_0016_2.mod	wd_0016_3.mod	wd_0016.tga	wd_0016.tga	0	200	0
